Part number,Description,UOM,QTY,Unit Price,Picture,,,,,,,,,,,,,
49-00-5461,"49-00-5461 MILWAUKEE PLASTER HACKZALL BLADE 6TPI 4"" 5PK",EACH,1," 72,413.23 ",Picture,,,,,,,,,,,,,
49-10-9112,49-10-9112 MILWAUKEE OPEN-LOK 6PC MULTI-TOOL BLADE KIT,EACH,1," 242,764.65 ",Picture,,,,,,,,,,,,,
49-16-2554J,ÿM12 FUEL Stubby Protective Boot,EACH,1," 110,207.44 ",Picture,,,,,,,,,,,,,
49-16-2562,M12 FUEL Right Angle Impact Wrench Protective Boot,EACH,1," 88,628.36 ",Picture,,,,,,,,,,,,,
49-16-2715,"16"" Chainsaw saw chain",EACH,1," 102,115.29 ",Picture,,,,,,,,,,,,,
49-16-2732 ,6? Saw Chain,EACH,1," 92,481.77 ",Picture,,,,,,,,,,,,,
49-16-2744,14? Top Handle Chainsaw Chain,EACH,1," 113,675.51 ",Picture,,,,,,,,,,,,,
49-16-2750,"8"" Pruning Saw Chain",EACH,1," 94,408.47 ",Picture,,,,,,,,,,,,,
49-16-2757,Brush Cutter Attachment Blade,EACH,1," 146,429.47 ",Picture,,,,,,,,,,,,,
49-16-2773,"ACCESSORY, 477 ACSR CUTTING JAW ASS'Y\MILWAUKEE EMEA",EACH,1," 1,876,875.00 ",Picture,,,,,,,,,,,,,
49-16-3050,M12 Fuel Pass Through Ratchet -  Protective Boot,EACH,1," 24,661.81 ",Picture,,,,,,,,,,,,,
49-22-1110,49-22-1110 MILWAUKEE 10PC GENERAL PURPOSE SAWZALL BLADE SET,EACH,1," 110,631.32 ",Picture,,,,,,,,,,,,,
49-25-1101,49-25-1101 MILWAUKEE OPEN-LOK 35MM HCS WOOD BLADE 1PK,EACH,1," 33,139.30 ",Picture,,,,,,,,,,,,,
49-25-1103,49-25-1103 MILWAUKEE OPEN-LOK 35MM HCS WOOD BLADE 3PK,EACH,1," 64,737.24 ",Picture,,,,,,,,,,,,,
49-25-1113,49-25-1113 MILWAUKEE OPEN-LOK 64MM HCS WOOD BLADE 1PK,EACH,1," 73,214.73 ",Picture,,,,,,,,,,,,,
49-25-1233,49-25-1233 MILWAUKEE OPEN-LOK 35MM TITANIUM CHARGED BI-METAL MULTI-MATERIAL BLADE 3PK,EACH,1," 110,207.44 ",Picture,,,,,,,,,,,,,
49-25-1243,49-25-1243 MILWAUKEE OPEN-LOK 64MM TITANIUM CHARGED BI-METAL MULTI-MATERIAL BLADE 3PK,EACH,1," 127,933.12 ",Picture,,,,,,,,,,,,,
49-25-1253,49-25-1253 MILWAUKEE OPEN-LOK 29MM TITANIUM CHARGED BI-METAL METAL BLADE 3PK,EACH,1," 111,748.81 ",Picture,,,,,,,,,,,,,
49-25-1261,49-25-1261 MILWAUKEE OPEN-LOK 44MM TITANIUM ENHANCED BI-METAL METAL BLADE 1PK,EACH,1," 50,094.29 ",Picture,,,,,,,,,,,,,
49-25-1263,49-25-1263 MILWAUKEE OPEN-LOK 44MM TITANIUM CHARGED BI-METAL METAL BLADE 3PK,EACH,1," 119,455.62 ",Picture,,,,,,,,,,,,,
49-25-1563,49-25-1563 MILWAUKEE OPEN-LOK 35MM NITRUS CARBIDE EXTREME METAL MULTI TOOL BLADE 3PK,EACH,1," 277,445.31 ",Picture,,,,,,,,,,,,,
49-25-2221,49-25-2221 MILWAUKEE OPEN-LOK 3-IN-1 MULTI-CUTTER SCRAPER BLADE 1PK,EACH,1," 47,011.57 ",Picture,,,,,,,,,,,,,
49-25-2241,49-25-2241 MILWAUKEE OPEN-LOK TAPERED SEALANT CUTTING BLADE 5PK,EACH,1," 134,869.25 ",Picture,,,,,,,,,,,,,
49-25-2281,49-25-2281 MILWAUKEE OPEN-LOK 5-IN-1 DRYWALL BLADE 1PK,EACH,1," 80,921.55 ",Picture,,,,,,,,,,,,,
4932492004N,SHOCKWAVE Impact Duty Bit Set x40 Pcs,EACH,1," 154,136.28 ",Picture,,,,,,,,,,,,,
49-57-9001,49-57-9001 MILWAUKEE M2 STEEL SCREW EXTRACTOR SET - 4PC (US),EACH,1," 98,261.88 ",Picture,,,,,,,,,,,,,
49-66-4568,49-66-4568 SHOCKWAVE Impact Duty QUIK-CLEAR 2-in-1 Magnetic Nut Driver Set ? 2PC,EACH,1," 63,581.22 ",Picture,,,,,,,,,,,,,
49-66-6242,49-66-6242 MILWAUKEE SHOCKWAVE 1/2 DR 10MM STD IMPACT SOCKET,EACH,1," 14,797.08 ",Picture,,,,,,,,,,,,,
49-66-6244,49-66-6244 MILWAUKEE SHOCKWAVE 1/2 DR 12MM STD IMPACT SOCKET,EACH,1," 14,797.08 ",Picture,,,,,,,,,,,,,
49-66-6246,49-66-6246 MILWAUKEE SHOCKWAVE 1/2 DR 14MM STD IMPACT SOCKET,EACH,1," 15,413.63 ",Picture,,,,,,,,,,,,,
49-66-6248,49-66-6248 MILWAUKEE SHOCKWAVE 1/2 DR 16MM STD IMPACT SOCKET,EACH,1," 15,413.63 ",Picture,,,,,,,,,,,,,
49-66-6250,49-66-6250 MILWAUKEE SHOCKWAVE 1/2 DR 18MM STD IMPACT SOCKET,EACH,1," 16,030.17 ",Picture,,,,,,,,,,,,,
49-66-6253,49-66-6253 MILWAUKEE SHOCKWAVE 1/2 DR 21MM STD IMPACT SOCKET,EACH,1," 17,879.81 ",Picture,,,,,,,,,,,,,
49-66-6254,49-66-6254 MILWAUKEE SHOCKWAVE 1/2 DR 22MM STD IMPACT SOCKET,EACH,1," 19,112.90 ",Picture,,,,,,,,,,,,,
49-66-6258,49-66-6258 MILWAUKEE SHOCKWAVE 1/2 DR 26MM STD IMPACT SOCKET,EACH,1," 22,195.62 ",Picture,,,,,,,,,,,,,
49-66-6259,49-66-6259 MILWAUKEE SHOCKWAVE 1/2 DR 27MM STD IMPACT SOCKET,EACH,1," 24,045.26 ",Picture,,,,,,,,,,,,,
49-66-6271,49-66-6271 MILWAUKEE SHOCKWAVE 1/2 DR 10MM DEEP IMPACT SOCKET,EACH,1," 22,195.62 ",Picture,,,,,,,,,,,,,
49-66-6273,49-66-6273 MILWAUKEE SHOCKWAVE 1/2 DR 12MM DEEP IMPACT SOCKET,EACH,1," 22,195.62 ",Picture,,,,,,,,,,,,,
49-66-6275,49-66-6275 MILWAUKEE SHOCKWAVE 1/2 DR 14MM DEEP IMPACT SOCKET,EACH,1," 22,195.62 ",Picture,,,,,,,,,,,,,
49-66-6277,49-66-6277 MILWAUKEE SHOCKWAVE 1/2 DR 16MM DEEP IMPACT SOCKET,EACH,1," 22,195.62 ",Picture,,,,,,,,,,,,,
49-66-6279,49-66-6279 MILWAUKEE SHOCKWAVE 1/2 DR 18MM DEEP IMPACT SOCKET,EACH,1," 23,428.72 ",Picture,,,,,,,,,,,,,
49-66-6282,49-66-6282 MILWAUKEE SHOCKWAVE 1/2 DR 21MM DEEP IMPACT SOCKET,EACH,1," 23,428.72 ",Picture,,,,,,,,,,,,,
49-66-6283,49-66-6283 MILWAUKEE SHOCKWAVE 1/2 DR 22MM DEEP IMPACT SOCKET,EACH,1," 26,511.44 ",Picture,,,,,,,,,,,,,
49-66-6287,49-66-6287 MILWAUKEE SHOCKWAVE 1/2 DR 26MM DEEP IMPACT SOCKET,EACH,1," 30,827.26 ",Picture,,,,,,,,,,,,,
49-66-6292,49-66-6292 MILWAUKEE SHOCKWAVE 1/2 DR 31MM DEEP IMPACT SOCKET,EACH,1," 38,225.80 ",Picture,,,,,,,,,,,,,
49-66-6297,49-66-6297 MILWAUKEE SHOCKWAVE 1/2 DR 36MM DEEP IMPACT SOCKET,EACH,1," 46,240.88 ",Picture,,,,,,,,,,,,,
49-66-6365,49-66-6365 MILWAUKEE SHOCKWAVE 3/4 DR 27MM STD IMPACT SOCKET,EACH,1," 41,925.07 ",Picture,,,,,,,,,,,,,
49-66-6368,49-66-6368 MILWAUKEE SHOCKWAVE 3/4 DR 30MM STD IMPACT SOCKET,EACH,1," 41,925.07 ",Picture,,,,,,,,,,,,,
49-66-6370,49-66-6370 MILWAUKEE SHOCKWAVE 3/4 DR 32MM STD IMPACT SOCKET,EACH,1," 43,158.16 ",Picture,,,,,,,,,,,,,
49-66-6374,49-66-6374 MILWAUKEE SHOCKWAVE 3/4 DR 36MM STD IMPACT SOCKET,EACH,1," 47,473.98 ",Picture,,,,,,,,,,,,,
49-66-6376,49-66-6376 MILWAUKEE SHOCKWAVE 3/4 DR 38MM STD IMPACT SOCKET,EACH,1," 45,007.79 ",Picture,,,,,,,,,,,,,
49-66-6411,49-66-6411 MILWAUKEE SHOCKWAVE 3/4 DR 36MM DEEP IMPACT SOCKET,EACH,1," 61,654.51 ",Picture,,,,,,,,,,,,,
49-66-6601,"49-66-6601 MILWAUKEE SHOCKWAVE 1"" DR 36MM STD IMPACT SOCKET",EACH,1," 62,887.60 ",Picture,,,,,,,,,,,,,
49-66-6602,"49-66-6602 MILWAUKEE SHOCKWAVE 1"" DR 38MM STD IMPACT SOCKET",EACH,1," 59,804.88 ",Picture,,,,,,,,,,,,,
49-66-6603,"49-66-6603 MILWAUKEE SHOCKWAVE 1"" DR 40MM STD IMPACT SOCKET",EACH,1," 64,737.24 ",Picture,,,,,,,,,,,,,
49-66-6604,"49-66-6604 MILWAUKEE SHOCKWAVE 1"" DR 41MM STD IMPACT SOCKET",EACH,1," 68,436.51 ",Picture,,,,,,,,,,,,,
49-66-6606,"49-66-6606 MILWAUKEE SHOCKWAVE 1"" DR 46MM STD IMPACT SOCKET",EACH,1," 76,451.60 ",Picture,,,,,,,,,,,,,
49-66-6607,"49-66-6607 MILWAUKEE SHOCKWAVE 1"" DR 50MM STD IMPACT SOCKET",EACH,1," 86,316.32 ",Picture,,,,,,,,,,,,,
49-66-6801,"49-66-6801 MILWAUKEE SHOCKWAVE 3/8"" DR 19PCS DEEP IMPACT SOCKET PACKOUT SET",EACH,1," 487,921.06 ",Picture,,,,,,,,,,,,,
49-66-7007,"49-66-7007 MILWAUKEE SHOCKWAVE 3/8"" IMPACT SOCKET 14PC Standard Socket rail set",EACH,1," 212,708.07 ",Picture,,,,,,,,,,,,,
49-66-7020,SHOCKWAVE 3/4 in. Drive Metric Deep Well 6 Point Impact Socket Set (8-Piece),EACH,1," 826,307.15 ",Picture,,,,,,,,,,,,,
49-66-7014,"49-66-7014 MILWAUKEE SHOCKWAVE 1/2"" IMPACT SOCKET 14PC DEEP set",EACH,1," 303,340.21 ",Picture,,,,,,,,,,,,,
49-66-7015,"49-66-7015 MILWAUKEE SHOCKWAVE 1/2"" IMPACT SOCKET 29PC DEEP set",EACH,1," 718,891.62 ",Picture,,,,,,,,,,,,,
49-66-7025,"3PC SHOCKWAVE Impact Duty? 1/2"" Drive Metric Deep 6 Point Socket Set",EACH,1," 61,654.51 ",Picture,,,,,,,,,,,,,
49-66-7834?,,EACH,1," 123,309.03 ",Picture,,,,,,,,,,,,,
49-90-2430,49-90-2430 MULTI TOOL ADJUSTABLE DEPTH STOP,EACH,1," 42,387.48 ",Picture,,,,,,,,,,,,,
49-94-8400A,49-94-8400A MILWAUKEE 105 X 1.0 X 16MM STAINLESS STEEL CUT OFF WHEEL,EACH,1," 3,082.73 ",Picture,,,,,,,,,,,,,
49-94-8410A,100 X 6 X 16MM METAL GRINDING WHEEL,EACH,1," 5,780.11 ",Picture,,,,,,,,,,,,,
49-94-8500A,49-94-8500A MILWAUKEE 125 X 1.0 X 22.23MM STAINLESS STEEL CUT OFF WHEEL,EACH,1," 3,468.07 ",Picture,,,,,,,,,,,,,
49-94-8510A,125 X 6 X 22.23MM METAL GRINDING WHEEL,EACH,1," 8,477.50 ",Picture,,,,,,,,,,,,,
4932464084,PACKOUT 25cm Tote,EACH,1," 298,492.88 ",Picture,,,,,,,,,,,,,
4932498643,PACKOUT? Tool Box Attachment Mount (2 Pieces),EACH,1," 37,311.61 ",Picture,,,,,,,,,,,,,
4932498644,PACKOUT? Tool Box Caddy Attachment,EACH,1," 137,191.92 ",Picture,,,,,,,,,,,,,
4932498645,PACKOUT? Tool Box M18 Battery Rack Attachment,EACH,1," 79,789.44 ",Picture,,,,,,,,,,,,,
4932498646,PACKOUT? Tool Box M12 Battery Rack Attachment,EACH,1," 91,269.94 ",Picture,,,,,,,,,,,,,
4932498647,PACKOUT? Tool Box Tray Attachment,EACH,1," 97,584.21 ",Picture,,,,,,,,,,,,,
4932498648,PACKOUT? Tool Box Compact Plate,EACH,1," 78,067.37 ",Picture,,,,,,,,,,,,,
4932498649,PACKOUT? Tool Box Long Tool Holder Attachment,EACH,1," 183,113.90 ",Picture,,,,,,,,,,,,,
4932498650,PACKOUT? Tool Box 3-Hook Attachment,EACH,1," 123,989.35 ",Picture,,,,,,,,,,,,,
48-22-8045,PACKOUT Tool Caddy,EACH,1," 209,519.04 ",Picture,,,,,,,,,,,,,
48-22-8300,PACKOUT? Tech Bag,EACH,1," 746,232.21 ",Picture,,,,,,,,,,,,,
48-22-8301,PACKOUT? Backpack,EACH,1," 719,253.05 ",Picture,,,,,,,,,,,,,
48-22-8315,"15"" PACKOUT? Tote",EACH,1," 477,014.59 ",Picture,,,,,,,,,,,,,
48-22-8320,"20"" PACKOUT? Tote",EACH,1," 536,713.17 ",Picture,,,,,,,,,,,,,
48-22-8371R,PACKOUT 25OZ RED WATER BOTTLE /MILWAUKEE/ US,EACH,1," 72,327.12 ",Picture,,,,,,,,,,,,,
48-22-8372R,PACKOUT 34OZ RED WATER BOTTLE /MILWAUKEE/ US,EACH,1," 83,233.59 ",Picture,,,,,,,,,,,,,
48-22-8382R,PACKOUT? 18oz Insulated Bottle w/ Chug Lid - Red,EACH,1," 125,137.40 ",Picture,,,,,,,,,,,,,
48-22-8391RX,PACKOUT 12oz Insulated Bottle w/ Sip Lid - Red (single box),EACH,1," 113,656.91 ",Picture,,,,,,,,,,,,,
48-22-8392RX,PACKOUT? 591ml / 20oz Tumbler - Red,EACH,1," 107,916.66 ",Picture,,,,,,,,,,,,,
48-22-8393RX,PACKOUT? 887ml / 30oz Tumbler - Red,EACH,1," 130,877.65 ",Picture,,,,,,,,,,,,,
48-22-8394R,PACKOUT? 18oz Insulated Mug w/ Sip Lid - Red,EACH,1," 142,358.15 ",Picture,,,,,,,,,,,,,
48-22-8396R,PACKOUT? 24oz Insulated Bottle w/ Chug Lid - Red,EACH,1," 153,838.64 ",Picture,,,,,,,,,,,,,
48-22-8397R,PACKOUT? 36oz Insulated Bottle w/ Chug Lid - Red,EACH,1," 171,059.38 ",Picture,,,,,,,,,,,,,
48-22-8410,PACKOUT? Dolly,EACH,1," 482,180.81 ",Picture,,,,,,,,,,,,,
48-22-8415,PACKOUT? 2 Wheel Cart,EACH,1," 1,148,049.56 ",Picture,,,,,,,,,,,,,
48-22-8422,PACKOUT? Compact Tool Box,EACH,1," 321,453.88 ",Picture,,,,,,,,,,,,,
48-22-8424,PACKOUT? Tool Box,EACH,1," 357,043.41 ",Picture,,,,,,,,,,,,,
48-22-8425,PACKOUT? Large Tool box,EACH,1," 428,222.48 ",Picture,,,,,,,,,,,,,
48-22-8426,PACKOUT? Rolling tool Box,EACH,1," 770,000.00 ",Picture,,,,,,,,,,,,,
48-22-8427,PACKOUT Low Profile Rolling Tool Box ,EACH,1," 849,556.67 ",Picture,,,,,,,,,,,,,
48-22-8428,PACKOUT? Rolling Job Box,EACH,1," 1,185,935.19 ",Picture,,,,,,,,,,,,,
48-22-8429,PACKOUT? XL Tool Box,EACH,1," 574,024.78 ",Picture,,,,,,,,,,,,,
48-22-8430,PACKOUT? Organizer,EACH,1," 261,181.27 ",Picture,,,,,,,,,,,,,
48-22-8431,PACKOUT? Low Profile Organizer,EACH,1," 213,537.22 ",Picture,,,,,,,,,,,,,
48-22-8432,PACKOUT? Deep Organizer,EACH,1," 320,879.85 ",Picture,,,,,,,,,,,,,
48-22-8433,PACKOUT Tip Bin Organizer,EACH,1," 464,960.07 ",Picture,,,,,,,,,,,,,
48-22-8435,PACKOUT? Compact Organizer,EACH,1," 154,412.67 ",Picture,,,,,,,,,,,,,
48-22-8436,PACKOUT? Compact Low Profile Organizer,EACH,1," 148,098.39 ",Picture,,,,,,,,,,,,,
48-22-8440,PACKOUT? Crate,EACH,1," 238,220.28 ",Picture,,,,,,,,,,,,,
48-22-8442,PACKOUT? 2-Drawer (w/ 2 Divider Sets),EACH,1," 743,362.09 ",Picture,,,,,,,,,,,,,
48-22-8443,PACKOUT 3-Drawer Tool Box,EACH,1," 796,746.39 ",Picture,,,,,,,,,,,,,
48-22-8444,PACKOUT? 4-Drawer,EACH,1," 975,842.12 ",Picture,,,,,,,,,,,,,
48-22-8445,PACKOUT Cabinet,EACH,1," 789,858.10 ",Picture,,,,,,,,,,,,,
48-22-8447,PACKOUT? Multi Depth 3 Drawer,EACH,1," 889,738.41 ",Picture,,,,,,,,,,,,,
48-22-8450,PACKOUT? Tool Box w/ Foam Insert,EACH,1," 321,453.88 ",Picture,,,,,,,,,,,,,
48-22-8460,PACKOUT? Cooler,EACH,1," 451,757.50 ",Picture,,,,,,,,,,,,,
48-22-8488,PACKOUT? Customizable Work Top,EACH,1," 275,531.89 ",Picture,,,,,,,,,,,,,
48-73-6110,PACKOUT UTILITY MAT / MILWAUKEE / US,EACH,1," 189,428.18 ",Picture,,,,,,,,,,,,,
48-22-8070,PACKOUT Magnetic Bin 4x4 (single),EACH,1," 26,692.15 ",Picture,,,,,,,,,,,,,
48-22-8071,PACKOUT Magnetic Bin 4x8 (single),EACH,1," 43,338.87 ",Picture,,,,,,,,,,,,,
48-22-8328,PACKOUT Single Prong Hook,EACH,1," 27,266.18 ",Picture,,,,,,,,,,,,,
48-22-8329,PACKOUT Small Hook Row,EACH,1," 54,532.35 ",Picture,,,,,,,,,,,,,
48-22-8330,PACKOUT Straight Utility Hook,EACH,1," 57,402.48 ",Picture,,,,,,,,,,,,,
48-22-8331,PACKOUT Curved Utility Hook,EACH,1," 57,402.48 ",Picture,,,,,,,,,,,,,
48-22-8332,PACKOUT Large Hook,EACH,1," 70,318.04 ",Picture,,,,,,,,,,,,,
48-22-8333,PACKOUT Large S Hook,EACH,1," 37,311.61 ",Picture,,,,,,,,,,,,,
48-22-8334,PACKOUT Small Straight Utility Hook,EACH,1," 27,266.18 ",Picture,,,,,,,,,,,,,
48-22-8335,PACKOUT Small Curved Utility Hook,EACH,1," 27,266.18 ",Picture,,,,,,,,,,,,,
48-22-8336,PACKOUT Cup Holder,EACH,1," 25,831.12 ",Picture,,,,,,,,,,,,,
48-22-8337,PACKOUT Paper Towel Holder,EACH,1," 47,357.04 ",Picture,,,,,,,,,,,,,
48-22-8338,PACKOUT M12 Battery Holder,EACH,1," 33,867.46 ",Picture,,,,,,,,,,,,,
48-22-8339,PACKOUT M18 Battery Holder,EACH,1," 48,218.08 ",Picture,,,,,,,,,,,,,
48-22-8340,PACKOUT Pliers Rack,EACH,1," 48,792.11 ",Picture,,,,,,,,,,,,,
48-22-8341,PACKOUT Screwdriver Rack,EACH,1," 31,571.36 ",Picture,,,,,,,,,,,,,
48-22-8342,PACKOUT  Basket,EACH,1," 47,357.04 ",Picture,,,,,,,,,,,,,
48-22-8343,PACKOUT Drill Storage Station,EACH,1," 111,934.83 ",Picture,,,,,,,,,,,,,
48-22-8344,PACKOUT Belt Clip Rack,EACH,1," 46,496.01 ",Picture,,,,,,,,,,,,,
48-22-8346,PACKOUT Magnet Rack,EACH,1," 110,786.78 ",Picture,,,,,,,,,,,,,
48-22-8347,PACKOUT Small Shelf,EACH,1," 43,051.86 ",Picture,,,,,,,,,,,,,
48-22-8348,PACKOUT Long Handle Grabber,EACH,1," 53,097.29 ",Picture,,,,,,,,,,,,,
48-22-8349,PACKOUT Long Handled Storage,EACH,1," 140,636.07 ",Picture,,,,,,,,,,,,,
48-22-8480,PACKOUT? 2-Shelf Racking Kit,EACH,1," 674,479.12 ",Picture,,,,,,,,,,,,,
48-22-8485,48-22-8485 PACKOUT MOUNTING PLATE,EACH,1," 172,207.43 ",Picture,,,,,,,,,,,,,
48-22-8486,PACKOUT? Compact Wall Plate (METCO),EACH,1," 100,454.34 ",Picture,,,,,,,,,,,,,
48-22-8487,PACKOUT Large Mounting Plate,EACH,2," 215,259.29 ",Picture,,,,,,,,,,,,,
48-22-8205,Performance Travel Backpack,EACH,1," 582,635.15 ",Picture,,,,,,,,,,,,,
48-22-8711,Lightweight Work Glove with Flexible Cuff - M,EACH,1," 59,188.33 ",Picture,,,,,,,,,,,,,
48-22-8711,Lightweight Work Glove with Flexible Cuff - M,EACH,57," 62,232.37 ",Picture,,,,,,,,,,,,,
48-22-8712,Lightweight Work Glove with Flexible Cuff - L,EACH,1," 59,188.33 ",Picture,,,,,,,,,,,,,
48-22-8712,Lightweight Work Glove with Flexible Cuff - L,EACH,1," 62,232.37 ",Picture,,,,,,,,,,,,,
48-22-8713,Lightweight Work Glove with Flexible Cuff - XL,EACH,1," 59,188.33 ",Picture,,,,,,,,,,,,,
48-22-8713,Lightweight Work Glove with Flexible Cuff - XL,EACH,1," 62,232.37 ",Picture,,,,,,,,,,,,,
48-22-8714,Lightweight Work Glove with Flexible Cuff - XXL,EACH,1," 59,188.33 ",Picture,,,,,,,,,,,,,
